RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,Marital Status,Income,Education Level,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited 
2621,28685300,603,Perth,Male,35,6,128993.76,Divorced,84361.18,Bachelors,2,1,0,130483.56,0
2622,28760102,551,Perth,Female,36,5,0,Single,95310.32,Diploma,1,1,0,183479.12,0
2623,28787026,627,Brisbane,Male,27,0,185267.45,Married,30523.09,Masters,2,1,1,77027.34,0
2624,28653696,515,Perth,Female,28,9,0,Married,92463.2,Masters,2,0,0,94141.75,0
2625,28788946,605,Melborne,Female,29,3,116805.82,Married,36129.56,Masters,1,0,0,4092.75,0
2626,28600724,567,Brisbane,Male,29,5,129750.68,Divorced,67457.36,Diploma,1,1,0,109257.59,0
2627,28574324,568,Brisbane,Female,29,2,129177.01,Married,75187.26,Masters,2,0,1,104617.99,0
2628,28707144,571,Brisbane,Male,25,6,82506.72,Married,25936.11,Bachelors,2,1,0,167705.07,0
2629,28775891,634,Brisbane,Male,48,2,107247.69,Married,41866.31,Diploma,1,1,1,103712.05,1
2630,28711789,768,Melborne,Female,42,3,0,Divorced,86129.01,Bachelors,1,0,0,161242.99,1
2631,28600879,554,Brisbane,Female,36,3,157780.93,Married,87785.93,Diploma,2,1,0,6089.13,0
2632,28681196,629,Perth,Male,35,1,172170.36,Single,35409.67,Bachelors,1,1,1,159777.37,0
2633,28716000,638,Melborne,Male,48,2,0,Single,72102.54,Masters,2,1,1,7919.08,0
2634,28766776,576,Perth,Male,41,1,0,Divorced,36922.1,Bachelors,1,1,1,188274.6,0
2635,28680278,661,Melborne,Female,42,9,75361.44,Single,26461.39,Bachelors,1,1,0,27608.12,1
2636,28688637,592,Perth,Female,27,4,0,Single,54514.82,Masters,2,1,1,183569.25,0
2637,28591179,702,Melborne,Male,30,2,0,Single,64027.14,Bachelors,2,1,1,145537.32,0
2638,28677435,647,Perth,Female,29,0,98263.46,Single,95369.77,Bachelors,2,1,0,164717.95,0
2639,28698619,593,Perth,Male,43,9,0,Single,95749.3,Diploma,2,1,1,76357.43,0
2640,28581036,712,Brisbane,Female,40,3,109308.79,Divorced,38857.92,Diploma,2,1,0,120158.72,1
2641,28622117,625,Melborne,Female,31,8,0,Married,6948.47,Masters,2,1,0,151843.54,0
2642,28599301,538,Brisbane,Female,28,6,164365.44,Divorced,86906.3,Diploma,1,0,1,5698.97,0
2643,28582848,637,Melborne,Female,22,5,98800,Married,26557.27,Bachelors,1,1,0,122865.55,0
2644,28586870,632,Perth,Male,27,4,193125.85,Married,95946.08,Bachelors,1,1,1,152665.85,0
2645,28735263,736,Perth,Male,27,5,51522.75,Married,43214.44,Bachelors,1,0,1,192131.77,0
2646,28765322,755,Perth,Male,23,5,84284.48,Married,65307.31,Bachelors,2,1,1,62851.6,0
2647,28582944,425,Melborne,Female,39,5,0,Divorced,38644.17,Bachelors,2,1,0,140941.47,0
2648,28687162,461,Perth,Male,51,9,119889.84,Single,23784.05,Bachelors,1,0,0,56767.67,1
2649,28644962,745,Perth,Male,21,4,137910.45,Married,41886.55,Masters,1,1,1,177235.23,0
2650,28612628,616,Perth,Female,37,6,0,Married,79506.91,Diploma,2,1,0,86242.18,0
2651,28813439,587,Perth,Male,33,5,100116.82,Divorced,54057.97,Diploma,1,1,0,34215.58,0
2652,28604544,850,Brisbane,Male,40,4,166082.15,Single,59393.13,Diploma,2,0,1,44406.17,0
2653,28761348,601,Perth,Female,38,0,0,Divorced,81875.27,Masters,2,1,0,165196.65,0
2654,28785078,730,Melborne,Male,26,3,0,Divorced,44416.6,Diploma,1,1,0,34542.41,0
2655,28759874,532,Perth,Male,44,3,148595.55,Single,12899.39,Diploma,1,1,0,74838.64,1
2656,28643658,850,Brisbane,Male,53,2,94078.97,Divorced,69841.85,Diploma,2,1,0,36980.54,0
2657,28713267,779,Melborne,Female,34,5,0,Single,79563.97,Bachelors,2,0,1,111676.63,0
2658,28737782,562,Perth,Male,29,9,0,Divorced,69881.91,Bachelors,1,1,1,25858.68,0
2659,28828490,670,Brisbane,Male,40,2,164948.98,Married,43091.89,Masters,3,0,0,177028,1
2660,28679410,729,Perth,Female,62,4,140549.4,Divorced,32726.05,Bachelors,1,1,0,30990.16,1
2661,28756241,767,Perth,Female,44,2,152509.25,Divorced,96647.26,Bachelors,1,1,1,136915.15,0
2662,28688409,742,Perth,Female,28,2,191864.51,Married,93490.24,Bachelors,1,1,0,108457.99,1
2663,28742272,669,Perth,Female,44,8,96418.09,Single,14566.72,Masters,1,0,0,131609.48,1
2664,28717898,542,Melborne,Male,32,2,131945.94,Single,55875.74,Bachelors,1,0,1,159737.56,0
2665,28769582,586,Perth,Male,29,3,0,Married,37116.55,Masters,2,1,1,142238.54,0
2666,28635660,612,Brisbane,Male,30,9,142910.15,Married,35258.12,Bachelors,1,1,0,105890.55,1
2667,28576723,740,Perth,Female,37,7,0,Married,74788.03,Masters,2,1,1,194270.91,0
2668,28592877,584,Perth,Male,35,3,146311.58,Divorced,48211.83,Bachelors,1,1,1,105443.47,0
2669,28582325,524,Perth,Male,52,2,87894.26,Single,79200.06,Masters,1,1,0,173899.42,1
2670,28693947,614,Perth,Female,19,5,97445.49,Divorced,17231.45,Diploma,2,1,0,122823.34,0
2671,28760446,598,Perth,Female,64,9,0,Divorced,60914.4,Masters,1,0,1,13181.37,1
2672,28611105,799,Melborne,Male,35,7,0,Married,77854.72,Bachelors,2,0,1,140780.8,0
2673,28630920,724,Perth,Male,34,2,154485.74,Divorced,46646.1,Masters,2,0,0,78560.64,0
2674,28574910,601,Perth,Male,50,2,115625.07,Divorced,67521.69,Masters,1,1,0,185855.21,0
2675,28756472,804,Perth,Male,25,7,108396.67,Married,64819.09,Bachelors,1,1,0,128276.95,0
2676,28682890,745,Brisbane,Male,38,5,65095.41,Divorced,90652.83,Bachelors,2,1,1,140197.42,0
2677,28641994,667,Brisbane,Male,43,1,103018.45,Married,55109.42,Bachelors,1,1,0,32462.39,1
2678,28733297,518,Perth,Female,38,10,84764.79,Single,15940.37,Bachelors,1,1,1,162253.9,0
2679,28767793,819,Perth,Female,38,10,0,Single,46229.41,Bachelors,2,1,0,30498.7,0
2680,28725698,520,Melborne,Female,35,4,115680.81,Divorced,58259.4,Bachelors,1,1,1,90280.7,0
2681,28813532,625,Perth,Female,39,5,0,Divorced,77198.76,Diploma,2,1,0,32615.21,0
2682,28576760,673,Brisbane,Male,36,5,73088.06,Married,29779.73,Bachelors,2,0,0,196142.26,0
2683,28732102,656,Brisbane,Female,27,3,150905.03,Married,54047.06,Bachelors,2,1,0,16998.72,0
2684,28739046,850,Melborne,Female,23,9,143054.85,Married,84302.72,Diploma,1,0,1,62980.96,0
2685,28631927,574,Melborne,Female,28,7,0,Single,91464.9,Bachelors,2,0,0,185660.3,0
2686,28672128,679,Perth,Male,60,6,0,Married,98838.7,Diploma,2,1,1,77331.77,0
2687,28618765,530,Brisbane,Female,42,0,99948.45,Single,70694.35,Bachelors,1,0,1,97338.62,0
2688,28679148,508,Perth,Male,44,3,115451.05,Divorced,37701.69,Masters,2,0,0,67234.33,0
2689,28728474,558,Brisbane,Male,32,4,108235.91,Single,95605.64,Bachelors,1,1,1,143783.28,0
2690,28636999,414,Perth,Male,38,8,0,Divorced,79391.28,Bachelors,1,0,1,77661.12,1
2691,28754261,648,Melborne,Male,42,2,98795.61,Married,55244.25,Diploma,2,1,0,89123.99,0
2692,28629280,721,Perth,Female,37,1,0,Married,14330.02,Masters,2,1,0,70810.8,0
2693,28736274,751,Perth,Male,31,8,0,Divorced,67340.77,Bachelors,2,0,0,17550.49,0
2694,28627697,662,Perth,Male,34,2,0,Single,60988.83,Diploma,2,0,1,21497.27,0
2695,28722885,628,Brisbane,Male,29,3,113146.98,Married,16504.3,Bachelors,2,0,1,124749.08,0
2696,28639946,597,Brisbane,Female,39,8,162532.14,Divorced,41492.42,Masters,3,1,0,36051.46,1
2697,28792176,698,Melborne,Female,40,0,92053.44,Single,24559.86,Bachelors,1,1,1,143681.83,0
2698,28699450,723,Perth,Male,48,7,0,Single,7778.32,Diploma,2,1,1,150694.58,0
2699,28729954,586,Perth,Female,28,5,0,Single,17935.25,Bachelors,3,1,0,170487.4,1
2700,28600103,633,Brisbane,Female,29,8,104944.1,Single,31062.56,Diploma,1,1,1,97684.46,0
2701,28786200,564,Perth,Male,31,4,0,Married,51783.79,Bachelors,2,1,0,53520.03,0
2702,28797010,649,Perth,Female,31,2,0,Married,38476.27,Masters,2,1,0,15200.61,0
2703,28670172,622,Perth,Female,30,4,107879.04,Divorced,6492.32,Bachelors,1,0,1,196894.62,0
2704,28627352,459,Brisbane,Male,46,7,110356.42,Divorced,23650.7,Bachelors,1,1,0,4969.13,1
2705,28622494,718,Perth,Male,27,2,0,Married,78267.87,Diploma,2,0,0,26229.24,0
2706,28585835,655,Melborne,Female,34,4,109783.69,Divorced,94858.28,Masters,2,1,0,134034.32,0
2707,28595071,696,Perth,Male,22,9,149777,Single,69417.9,Bachelors,1,1,1,198032.93,0
2708,28628203,637,Perth,Female,38,3,104339.56,Divorced,6543.36,Bachelors,1,0,0,119882.86,0
2709,28667190,630,Melborne,Female,21,1,85818.18,Married,59287.42,Masters,1,1,1,133102.3,0
2710,28780212,592,Perth,Male,37,4,212692.97,Married,33350.1,Bachelors,1,0,0,176395.02,0
2711,28766869,634,Brisbane,Male,37,1,89696.84,Single,55365.81,Bachelors,2,1,1,193179.88,0
2712,28775741,608,Perth,Female,28,9,0,Single,19876.29,Diploma,2,1,1,125062.02,0
2713,28628170,565,Brisbane,Female,32,9,68067.24,Divorced,62470.55,Bachelors,1,1,0,143287.58,0
2714,28701318,763,Melborne,Male,67,9,148564.66,Divorced,79537.51,Masters,1,0,1,87236.4,0
2715,28710928,665,Perth,Female,55,8,136354.16,Married,89284.5,Bachelors,1,1,1,93769.89,0
2716,28682547,649,Perth,Male,38,1,122214,Single,63042.5,Bachelors,1,0,1,88965.46,0
2717,28631170,695,Perth,Male,45,3,0,Divorced,96529.53,Bachelors,2,1,1,30793.61,0
2718,28648702,775,Brisbane,Male,70,6,119684.88,Divorced,25627.93,Masters,2,1,1,74532.02,0
2719,28783444,788,Perth,Female,39,3,135139.33,Single,30629.13,Bachelors,1,0,1,113086.08,0
2720,28809178,569,Brisbane,Female,42,9,146100.75,Single,69534.73,Diploma,1,1,0,32574.01,1
2721,28806688,726,Melborne,Female,56,8,123110.9,Single,78640.36,Bachelors,3,0,1,130113.78,1
2722,28576824,564,Brisbane,Female,44,3,111760.4,Single,98127.4,Diploma,3,1,1,104722.47,1
2723,28675422,544,Perth,Female,32,9,110728.39,Married,6641.24,Diploma,1,1,1,14559.62,0
2724,28682850,614,Perth,Female,41,8,121558.46,Divorced,47776.39,Bachelors,1,1,1,598.8,0
2725,28812628,453,Brisbane,Female,38,8,120623.21,Divorced,68993.67,Bachelors,1,1,0,129697.99,0
2726,28597951,471,Perth,Female,58,4,114713.57,Single,78240.64,Bachelors,1,1,1,36315.03,0
2727,28807045,829,Brisbane,Female,37,3,103457.76,Single,5165.58,Masters,1,0,0,1114.12,0
2728,28581748,754,Brisbane,Male,57,2,101134.87,Single,50146.97,Bachelors,2,1,1,70954.41,0
2729,28770420,749,Brisbane,Male,46,10,78136.36,Single,18586.12,Masters,2,1,1,73470.98,0
2730,28608230,667,Perth,Male,23,1,0,Divorced,46471.87,Diploma,2,1,0,91573.19,0
2731,28730339,670,Melborne,Male,30,3,133446.34,Married,41382.42,Diploma,1,0,0,3154.95,0
2732,28712584,670,Perth,Female,33,7,0,Divorced,21531.64,Bachelors,2,1,1,88187.81,0
2733,28592816,623,Brisbane,Female,48,1,108076.33,Divorced,75169.14,Diploma,1,1,0,118855.26,1
2734,28641480,571,Perth,Male,32,5,131354.25,Divorced,63641.12,Bachelors,1,1,0,125256.53,0
2735,28708505,641,Brisbane,Female,37,7,62974.64,Single,85452.13,Bachelors,2,0,1,39016.43,0
2736,28791131,551,Brisbane,Female,30,2,143340.44,Married,25222.58,Masters,1,1,0,145796.49,0
2737,28618225,741,Brisbane,Male,36,8,116993.43,Single,34628.8,Diploma,2,1,0,168816.22,0
2738,28644724,472,Perth,Male,31,4,58662.92,Married,55325.63,Bachelors,2,0,1,73322,0
2739,28662098,650,Melborne,Male,41,3,128808.65,Single,63143.41,Bachelors,3,0,0,113677.53,1
2740,28723894,625,Perth,Male,45,7,137555.44,Divorced,76854.73,Masters,1,0,0,124607.7,0
2741,28787699,650,Brisbane,Male,34,4,142393.11,Single,42847.76,Bachelors,1,1,1,11276.48,0
2742,28687738,535,Perth,Female,38,8,0,Married,71980.05,Masters,2,1,0,136620.64,0
2743,28576126,649,Perth,Female,41,2,125785.23,Married,50378.28,Masters,1,1,1,70523.92,0
2744,28658889,689,Perth,Male,22,4,136444.25,Divorced,78448.98,Bachelors,1,1,0,51980.25,1
2745,28667046,694,Melborne,Male,38,7,121527.4,Married,10481.61,Bachelors,1,1,0,113481.02,0
2746,28669957,655,Brisbane,Male,52,9,144696.75,Single,55632.41,Diploma,1,1,1,49025.79,0
2747,28655794,620,Perth,Male,36,8,0,Divorced,36903.27,Bachelors,2,1,1,145937.99,0
2748,28599829,577,Perth,Female,35,10,0,Married,49999.53,Bachelors,2,1,1,25161.61,0
2749,28753332,401,Brisbane,Male,48,8,128140.17,Married,87391.99,Masters,1,1,0,175753.55,1
2750,28671124,599,Perth,Male,,6,120383.41,Divorced,5287.91,Diploma,1,1,1,24903.09,0
2751,28767474,481,Perth,Female,,9,0,Married,78942.21,Masters,3,1,1,169719.35,1
2752,28720671,,Perth,Male,,8,129735.3,Single,21504.57,Masters,2,1,,179565.57,0
2753,28626787,698,Melborne,Female,31,8,185078.26,Divorced,73216.95,Bachelors,1,0,0,115337.74,1
2754,28774491,480,Perth,Female,28,6,0,Single,72162.14,Diploma,2,0,0,48131.92,0
2755,28579647,682,Perth,Male,42,0,0,Married,74942.86,Bachelors,1,1,1,160828.98,0
2756,28625522,700,Melborne,Male,31,7,0,Single,63731.85,Bachelors,2,0,1,145151.96,0
2757,28765806,492,Perth,Male,29,1,144591.96,Single,16165.35,Bachelors,1,1,1,196293.76,0
2758,28566708,444,Perth,Female,45,4,0,Married,96248.88,Bachelors,2,1,0,161653.5,1
2759,28668347,624,Perth,Male,36,6,0,Divorced,96935.55,Diploma,2,0,0,84635.64,0
2760,28575214,709,Perth,Male,37,7,0,Married,58692.4,Bachelors,1,1,0,159486.76,0
2761,28591123,557,Brisbane,Male,68,2,100194.44,Married,17812.02,Bachelors,1,1,1,38596.34,0
2762,28573280,646,Brisbane,Male,50,6,145295.31,Married,41089.97,Bachelors,2,1,1,27814.74,0
2763,28589018,719,Brisbane,Male,28,3,106070.29,Divorced,83599.02,Bachelors,2,1,1,183893.31,0
2764,28654495,706,Brisbane,Female,47,6,120621.89,Single,21943.37,Masters,1,1,1,140803.7,0
2765,28597265,660,Perth,Male,38,7,0,Single,51335.3,Masters,2,0,1,146585.53,0
2766,28733876,667,Perth,Male,36,9,0,Divorced,87236.75,Masters,2,1,1,40062.29,0
2767,28677217,705,Perth,Male,30,1,0,Divorced,96269.08,Diploma,1,1,1,181300.32,0
2768,28747265,598,Brisbane,Female,27,10,171283.91,Divorced,90131.14,Bachelors,1,1,1,84136.12,0
2769,28713379,669,Perth,Male,26,4,0,Divorced,19233.13,Diploma,2,1,1,197594.34,0
2770,28730433,580,Brisbane,Female,38,1,128218.47,Married,29161.03,Masters,1,1,0,125953.83,1
2771,28693347,676,Perth,Female,32,5,0,Divorced,19639.72,Diploma,2,1,1,75465.41,0
2772,28728465,714,Brisbane,Male,28,7,77776.39,Married,68696.29,Bachelors,1,1,0,177737.07,0
2773,28680736,597,Brisbane,Female,72,6,124978.19,Divorced,87708.7,Bachelors,2,1,1,7144.46,0
2774,28610765,559,Perth,Male,29,1,0,Divorced,34901.21,Bachelors,2,0,0,155639.76,0
2775,28650034,564,Perth,Female,28,1,0,Divorced,49816.68,Bachelors,1,1,1,162428.05,0
2776,28782468,850,Melborne,Male,51,3,109799.55,Single,74551.31,Bachelors,2,1,1,12457.76,1
2777,28685109,689,Perth,Male,39,7,0,Divorced,41129.86,Bachelors,2,0,0,14917.09,0
2778,28776233,758,Brisbane,Female,61,8,125397.21,Single,8287.69,Bachelors,1,1,0,182184.09,1
2779,28761141,604,Melborne,Female,71,10,0,Married,90079.15,Masters,2,1,1,129984.2,0
2780,28781702,733,Brisbane,Male,38,9,111347.37,Married,25612.63,Diploma,2,0,1,194872.97,0
2781,28790235,778,Melborne,Male,40,8,104291.41,Married,20352.9,Bachelors,2,1,1,117507.11,0
2782,28641416,732,Brisbane,Female,61,9,94867.18,Single,37082.32,Diploma,2,1,1,157527.6,1
2783,28775234,646,Perth,Male,24,8,0,Single,85783.92,Diploma,2,0,0,92612.88,0
2784,28659475,597,Perth,Female,33,6,135703.59,Married,24342.47,Masters,2,0,0,74850.84,0
2785,28642202,821,Brisbane,Female,37,5,106453.53,Divorced,75739.63,Bachelors,2,0,1,127413,0
2786,28771417,640,Perth,Male,43,7,132412.38,Single,98190.82,Bachelors,1,0,0,69584.3,1
2787,28585100,511,Brisbane,Female,40,9,124401.6,Married,7283.92,Diploma,1,1,0,198814.24,1
2788,28700487,805,Perth,Male,46,6,118022.06,Married,8391.07,Bachelors,3,1,0,162643.15,1
2789,28726589,540,Brisbane,Male,39,1,82531.11,Divorced,99401.1,Bachelors,1,1,0,114092.52,0
2790,28747503,705,Melborne,Male,44,0,184552.12,Married,68575.73,Masters,1,1,0,68860.3,1
2791,28595883,540,Brisbane,Male,39,4,127278.31,Single,24213.19,Masters,1,1,1,16150.34,0
2792,28663826,532,Melborne,Female,66,3,0,Single,64003.63,Diploma,1,1,1,115227.02,0
2793,28742820,535,Perth,Female,45,2,0,Married,61972.8,Bachelors,2,0,1,170621.55,0
2794,28624793,627,Brisbane,Male,23,5,184244.86,Divorced,31319.2,Diploma,1,1,0,103099.22,0
2795,28597930,646,Perth,Male,52,8,59669.43,Divorced,76089.03,Bachelors,1,0,0,172495.81,1
2796,28665110,515,Perth,Female,25,7,79543.59,Single,59885.89,Bachelors,1,0,1,38772.82,0
2797,28770719,697,Perth,Female,39,6,151553.19,Single,13207.47,Bachelors,1,1,1,44946.29,0
2798,28731327,652,Brisbane,Male,27,2,166527.88,Divorced,27175.76,Bachelors,2,0,1,146007.7,0
2799,28576044,579,Brisbane,Male,28,6,150329.15,Single,87341.7,Bachelors,1,1,0,145558.42,0
2800,28775662,760,Perth,Male,43,8,121911.59,Divorced,57174.2,Bachelors,1,1,0,193312.33,0
2801,28646817,769,Perth,Male,51,9,156773.78,Divorced,37332.77,Bachelors,2,1,0,40257.79,0
2802,28596060,498,Melborne,Male,29,8,127864.26,Married,62087.02,Bachelors,1,1,1,46677.9,0
2803,28723299,774,Perth,Male,53,4,113709.28,Single,68847.78,Bachelors,1,1,1,153887.93,1
2804,28636982,705,Brisbane,Female,43,7,79974.55,Divorced,46145.56,Bachelors,1,1,1,103108.33,0
2805,28751175,648,Perth,Female,44,2,0,Married,73547.72,Bachelors,2,1,1,58652.23,0
2806,28618936,688,Perth,Female,51,5,0,Divorced,10762.39,Masters,1,1,0,91624.11,1
2807,28787529,592,Melborne,Male,38,0,0,Single,14171.72,Masters,1,1,0,65986.48,1
2808,28780128,705,Perth,Male,33,3,144427.96,Married,19323.89,Diploma,2,1,0,113845.19,0
2809,28628991,654,Perth,Male,42,7,99263.09,Single,58150.63,Diploma,1,1,1,67607.9,0
2810,28757001,624,Perth,Female,32,2,79368.87,Single,51584.6,Masters,2,1,1,145471.94,0
2811,28595388,594,Perth,Female,30,10,0,Married,80202.31,Masters,2,1,1,124071.71,0
2812,28699550,695,Melborne,Female,34,9,0,Divorced,78226.91,Bachelors,2,1,1,67502.12,0
2813,28581620,597,Perth,Male,28,2,0,Single,58795.07,Bachelors,3,1,1,78707.97,0
2814,28600934,758,Perth,Female,52,7,125095.94,Married,9547.24,Bachelors,1,1,0,171189.83,1
2815,28738672,737,Brisbane,Female,40,2,162485.8,Single,72734.4,Bachelors,2,1,0,149381.32,0
2816,28721307,694,Brisbane,Male,37,1,95668.82,Single,44715.03,Bachelors,2,1,0,100335.55,0
2817,28619280,683,Perth,Male,25,4,0,Married,19538.16,Bachelors,2,1,0,152698.24,0
2818,28768244,538,Melborne,Female,30,8,0,Married,95390.61,Diploma,2,1,1,41192.95,0
2819,28806837,669,Perth,Male,37,4,0,Married,20372.33,Diploma,1,1,0,132540.33,0
2820,28643496,730,Perth,Female,34,5,74197.38,Married,5068.92,Masters,2,1,0,96875.52,0
2821,28813916,622,Perth,Female,31,1,89688.94,Married,47799.82,Bachelors,1,1,1,152305.47,0
2822,28626385,714,Melborne,Female,33,10,103121.33,Single,63780.35,Bachelors,2,1,1,49672.01,0
2823,28603582,569,Melborne,Female,34,3,0,Single,50506.04,Bachelors,1,1,0,133997.53,0
2824,28764351,668,Brisbane,Female,59,5,120170.07,Single,69093.84,Diploma,1,0,1,50454.8,0
2825,28667938,628,Perth,Male,32,9,149136.31,Married,70721.08,Bachelors,2,1,1,16402.11,0
2826,28576360,600,Perth,Male,40,1,141136.79,Married,19776.51,Masters,1,1,1,67803.83,0
2827,28628813,693,Perth,Female,43,4,152341.55,Single,26241.6,Bachelors,1,1,0,9241.78,0
2828,28584190,704,Perth,Male,36,7,120026.98,Divorced,75630.09,Diploma,2,0,1,100601.73,0
2829,28716449,527,Melborne,Male,33,9,132168.28,Married,18578.4,Bachelors,1,0,0,98734.15,0
2830,28759913,553,Brisbane,Male,43,6,85200.82,Divorced,61625.16,Diploma,2,1,1,160574.09,0
2831,28702855,575,Melborne,Male,53,1,84903.33,Married,74274.21,Masters,2,0,1,26015.8,0
2832,28758482,626,Perth,Female,32,0,0,Single,75953.61,Diploma,2,0,0,187172.54,0
2833,28758171,582,Perth,Male,20,4,0,Divorced,29215.33,Bachelors,1,1,1,55763.66,0
2834,28680346,683,Melborne,Male,40,8,0,Divorced,17665.27,Masters,1,1,0,75848.22,0
2835,28649124,850,Perth,Male,30,9,121535.18,Divorced,37504.14,Bachelors,1,0,0,40313.47,0
2836,28812917,653,Melborne,Male,35,6,116662.96,Single,76052.57,Bachelors,2,1,1,23864.21,0
2837,28768455,679,Perth,Male,60,8,0,Single,88851.54,Diploma,2,1,1,51380.9,0
2838,28703059,549,Brisbane,Female,49,6,124829.16,Divorced,89184.28,Masters,1,0,1,93551.36,0
2839,28646196,850,Melborne,Female,36,2,155180.56,Single,72498.42,Bachelors,2,0,0,169415.54,0
2840,28585451,558,Brisbane,Female,32,1,108262.87,Married,88725.4,Bachelors,1,1,1,6935.31,0
2841,28714057,528,Melborne,Male,40,4,0,Divorced,72301.61,Bachelors,2,1,0,25399.7,0
2842,28748473,801,Perth,Male,38,5,0,Married,76350.7,Masters,2,1,0,66256.27,0
2843,28785782,513,Melborne,Male,48,2,0,Single,88287.83,Bachelors,1,1,1,114709.13,1
2844,28693233,666,Brisbane,Male,38,6,99812.88,Single,17451.55,Diploma,2,1,1,158357.97,0
2845,28757521,606,Perth,Male,35,2,132164.26,Single,43305.62,Bachelors,1,0,1,164815.59,0
2846,28812513,599,Brisbane,Male,45,10,103583.05,Divorced,31560,Masters,1,1,0,132127.69,1
2847,28674950,544,Brisbane,Male,39,4,142406.43,Single,19609.8,Masters,2,1,0,146637.45,0
2848,28678572,529,Melborne,Male,38,7,99842.5,Divorced,29389.19,Bachelors,2,1,0,90256.06,1
2849,28713608,850,Perth,Female,41,5,0,Single,58069.3,Bachelors,2,1,1,34827.43,0
2850,28579262,497,Perth,Male,41,9,0,Married,70549.12,Bachelors,1,0,0,22074.48,0
2851,28610426,764,Perth,Female,39,5,81042.42,Divorced,20044.76,Diploma,1,0,1,109805.17,0
2852,28776454,603,Perth,Female,48,5,0,Single,37070.61,Masters,1,1,0,100478.6,1
2853,28771483,609,Perth,Male,40,6,0,Divorced,55962.58,Diploma,2,1,1,97416.34,0
2854,28648489,487,Perth,Male,53,4,199689.49,Divorced,24794.01,Masters,1,1,1,24207.86,1
2855,28646609,748,Perth,Male,33,1,142645.43,Married,26278.25,Bachelors,1,0,0,69132.66,0
2856,28693203,710,Melborne,Female,75,5,0,Divorced,31886.64,Masters,2,1,1,9376.89,0
2857,28813067,432,Brisbane,Female,45,3,110219.14,Single,32636.7,Diploma,1,1,0,43046.7,1
2858,28769829,534,Melborne,Male,51,3,0,Single,53751.59,Diploma,2,0,1,20856.31,0
2859,28662434,607,Perth,Male,25,3,0,Single,29730.3,Bachelors,2,0,0,187048.72,0
